order_id,at,archive_ts,status,level_1_reason,level_2_reason,level_3_reason,filled_risk,priority,policy_name
5542833b-3e73-411e-a3eb-8f3eb2efb63c,2026-09-05T13:43:00.0,2026-09-05T13:38:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,5,archive_touch_t25
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:43:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,6,archive_touch_t25
5fe3eb51-ca97-4709-9b3e-055d7d477033,2026-09-05T13:43:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,7,archive_touch_t25
706b9b63-3894-43c3-8b40-eac1535e5509,2026-09-05T13:43:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,8,archive_touch_t25
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:43:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,9,archive_touch_t25
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:43:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,10,archive_touch_t25
8daaf6db-f85b-4283-b9d3-69c439aed855,2026-09-05T13:43:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,11,archive_touch_t25
8f3bc540-7e54-46f3-9336-c7208e3369db,2026-09-05T13:43:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,12,archive_touch_t25
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:43:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,13,archive_touch_t25
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:43:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,14,archive_touch_t25
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:43:00.0,2026-09-05T13:38:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,15,archive_touch_t25
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:43:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,16,archive_touch_t25
d5d9afac-c009-47b5-a2d2-fd4785182cf7,2026-09-05T13:43:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,17,archive_touch_t25
0ef6692b-8cee-48da-ae52-a7d903037bc3,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,1,archive_touch_t25
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,2,archive_touch_t25
4f8e3a10-df5a-440c-8653-d55b2ed825fb,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,3,archive_touch_t25
50458b3f-d7ba-4eac-8b89-8e5045b74db5,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,4,archive_touch_t25
5542833b-3e73-411e-a3eb-8f3eb2efb63c,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,5,archive_touch_t25
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,6,archive_touch_t25
5fe3eb51-ca97-4709-9b3e-055d7d477033,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,7,archive_touch_t25
706b9b63-3894-43c3-8b40-eac1535e5509,2026-09-05T13:44:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,8,archive_touch_t25
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,9,archive_touch_t25
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:44:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,10,archive_touch_t25
8daaf6db-f85b-4283-b9d3-69c439aed855,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,11,archive_touch_t25
8f3bc540-7e54-46f3-9336-c7208e3369db,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,12,archive_touch_t25
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,13,archive_touch_t25
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,14,archive_touch_t25
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,15,archive_touch_t25
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,16,archive_touch_t25
d5d9afac-c009-47b5-a2d2-fd4785182cf7,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,17,archive_touch_t25
0ef6692b-8cee-48da-ae52-a7d903037bc3,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,1,archive_touch_t25
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,2,archive_touch_t25
4f8e3a10-df5a-440c-8653-d55b2ed825fb,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,3,archive_touch_t25
50458b3f-d7ba-4eac-8b89-8e5045b74db5,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,4,archive_touch_t25
5542833b-3e73-411e-a3eb-8f3eb2efb63c,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,5,archive_touch_t25
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,6,archive_touch_t25
5fe3eb51-ca97-4709-9b3e-055d7d477033,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,7,archive_touch_t25
706b9b63-3894-43c3-8b40-eac1535e5509,2026-09-05T13:45:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,8,archive_touch_t25
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,9,archive_touch_t25
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:45:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,10,archive_touch_t25
8daaf6db-f85b-4283-b9d3-69c439aed855,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,11,archive_touch_t25
8f3bc540-7e54-46f3-9336-c7208e3369db,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,12,archive_touch_t25
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,13,archive_touch_t25
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,14,archive_touch_t25
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,15,archive_touch_t25
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,16,archive_touch_t25
d5d9afac-c009-47b5-a2d2-fd4785182cf7,2026-09-05T13:45:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,17,archive_touch_t25
0ef6692b-8cee-48da-ae52-a7d903037bc3,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,1,archive_touch_t25
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,2,archive_touch_t25
4f8e3a10-df5a-440c-8653-d55b2ed825fb,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,3,archive_touch_t25
50458b3f-d7ba-4eac-8b89-8e5045b74db5,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,4,archive_touch_t25
5542833b-3e73-411e-a3eb-8f3eb2efb63c,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,5,archive_touch_t25
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,6,archive_touch_t25
5fe3eb51-ca97-4709-9b3e-055d7d477033,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,7,archive_touch_t25
706b9b63-3894-43c3-8b40-eac1535e5509,2026-09-05T13:46:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,8,archive_touch_t25
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,9,archive_touch_t25
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:46:00.0,2026-09-05T13:41:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,10,archive_touch_t25
8daaf6db-f85b-4283-b9d3-69c439aed855,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,11,archive_touch_t25
8f3bc540-7e54-46f3-9336-c7208e3369db,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,12,archive_touch_t25
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,13,archive_touch_t25
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,14,archive_touch_t25
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,15,archive_touch_t25
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,16,archive_touch_t25
d5d9afac-c009-47b5-a2d2-fd4785182cf7,2026-09-05T13:46:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,17,archive_touch_t25
0ef6692b-8cee-48da-ae52-a7d903037bc3,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,1,archive_touch_t25
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,2,archive_touch_t25
4f8e3a10-df5a-440c-8653-d55b2ed825fb,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,3,archive_touch_t25
50458b3f-d7ba-4eac-8b89-8e5045b74db5,2026-09-05T13:47:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,4,archive_touch_t25
5542833b-3e73-411e-a3eb-8f3eb2efb63c,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,5,archive_touch_t25
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,6,archive_touch_t25
5fe3eb51-ca97-4709-9b3e-055d7d477033,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,7,archive_touch_t25
706b9b63-3894-43c3-8b40-eac1535e5509,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,8,archive_touch_t25
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,9,archive_touch_t25
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,10,archive_touch_t25
8daaf6db-f85b-4283-b9d3-69c439aed855,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,11,archive_touch_t25
8f3bc540-7e54-46f3-9336-c7208e3369db,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,12,archive_touch_t25
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,13,archive_touch_t25
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,14,archive_touch_t25
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,15,archive_touch_t25
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,16,archive_touch_t25
d5d9afac-c009-47b5-a2d2-fd4785182cf7,2026-09-05T13:47:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,17,archive_touch_t25
0ef6692b-8cee-48da-ae52-a7d903037bc3,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,1,archive_touch_t25
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,2,archive_touch_t25
4f8e3a10-df5a-440c-8653-d55b2ed825fb,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,3,archive_touch_t25
50458b3f-d7ba-4eac-8b89-8e5045b74db5,2026-09-05T13:48:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,4,archive_touch_t25
5542833b-3e73-411e-a3eb-8f3eb2efb63c,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,5,archive_touch_t25
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,6,archive_touch_t25
5fe3eb51-ca97-4709-9b3e-055d7d477033,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,7,archive_touch_t25
706b9b63-3894-43c3-8b40-eac1535e5509,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,8,archive_touch_t25
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,9,archive_touch_t25
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,10,archive_touch_t25
8daaf6db-f85b-4283-b9d3-69c439aed855,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,11,archive_touch_t25
8f3bc540-7e54-46f3-9336-c7208e3369db,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,12,archive_touch_t25
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,13,archive_touch_t25
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,14,archive_touch_t25
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,15,archive_touch_t25
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:48:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,16,archive_touch_t25
d5d9afac-c009-47b5-a2d2-fd4785182cf7,2026-09-05T13:48:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,17,archive_touch_t25
0ef6692b-8cee-48da-ae52-a7d903037bc3,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,1,archive_touch_t25
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,2,archive_touch_t25
4f8e3a10-df5a-440c-8653-d55b2ed825fb,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,3,archive_touch_t25
50458b3f-d7ba-4eac-8b89-8e5045b74db5,2026-09-05T13:49:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,4,archive_touch_t25
5542833b-3e73-411e-a3eb-8f3eb2efb63c,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,5,archive_touch_t25
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,6,archive_touch_t25
5fe3eb51-ca97-4709-9b3e-055d7d477033,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,7,archive_touch_t25
706b9b63-3894-43c3-8b40-eac1535e5509,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,8,archive_touch_t25
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,9,archive_touch_t25
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,10,archive_touch_t25
8daaf6db-f85b-4283-b9d3-69c439aed855,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,11,archive_touch_t25
8f3bc540-7e54-46f3-9336-c7208e3369db,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,12,archive_touch_t25
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,13,archive_touch_t25
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,14,archive_touch_t25
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,15,archive_touch_t25
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:49:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,16,archive_touch_t25
d5d9afac-c009-47b5-a2d2-fd4785182cf7,2026-09-05T13:49:00.0,2026-09-05T13:44:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,17,archive_touch_t25
0ef6692b-8cee-48da-ae52-a7d903037bc3,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,1,archive_touch_t25
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,2,archive_touch_t25
4f8e3a10-df5a-440c-8653-d55b2ed825fb,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,3,archive_touch_t25
50458b3f-d7ba-4eac-8b89-8e5045b74db5,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,4,archive_touch_t25
5542833b-3e73-411e-a3eb-8f3eb2efb63c,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,5,archive_touch_t25
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,6,archive_touch_t25
5fe3eb51-ca97-4709-9b3e-055d7d477033,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,7,archive_touch_t25
706b9b63-3894-43c3-8b40-eac1535e5509,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,8,archive_touch_t25
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,9,archive_touch_t25
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,10,archive_touch_t25
8daaf6db-f85b-4283-b9d3-69c439aed855,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,11,archive_touch_t25
8f3bc540-7e54-46f3-9336-c7208e3369db,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,12,archive_touch_t25
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,13,archive_touch_t25
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,14,archive_touch_t25
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:50:00.0,2026-09-05T13:47:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,15,archive_touch_t25
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,16,archive_touch_t25
d5d9afac-c009-47b5-a2d2-fd4785182cf7,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,17,archive_touch_t25
0ef6692b-8cee-48da-ae52-a7d903037bc3,2026-09-05T13:51:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,1,archive_touch_t25
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:51:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,2,archive_touch_t25
4f8e3a10-df5a-440c-8653-d55b2ed825fb,2026-09-05T13:51:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,3,archive_touch_t25
50458b3f-d7ba-4eac-8b89-8e5045b74db5,2026-09-05T13:51:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,4,archive_touch_t25
5542833b-3e73-411e-a3eb-8f3eb2efb63c,2026-09-05T13:51:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,5,archive_touch_t25
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:51:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,6,archive_touch_t25
5fe3eb51-ca97-4709-9b3e-055d7d477033,2026-09-05T13:51:00.0,2026-09-05T13:50:00.0,not_scheduled,not_scheduled,not_scheduled,not_scheduled,0.0,7,archive_touch_t25
